id,sku,tags,brand,price,stock,title,rating,weight,reviews,category,description,discountPercentage,_airbyte_raw_id,_airbyte_extracted_at,Average_Rating,Dim,FinalPrice
11.0,4KMDTZWF,"furniture, beds",Annibale Colombo,1900.0,47.0,Annibale Colombo Bed,4.14,3.0,"[{'date': '2024-05-23T08:56:21.620Z', 'rating': 4, 'comment': 'Great value for money!', 'reviewerName': 'Julian Newton', 'reviewerEmail': 'julian.newton@x.dummyjson.com'}, {'date': '2024-05-23T08:56:21.620Z', 'rating': 5, 'comment': 'Would buy again!', 'reviewerName': 'Madison Collins', 'reviewerEmail': 'madison.collins@x.dummyjson.com'}, {'date': '2024-05-23T08:56:21.620Z', 'rating': 4, 'comment': 'Would buy again!', 'reviewerName': 'Clara Berry', 'reviewerEmail': 'clara.berry@x.dummyjson.com'}]",furniture,"The Annibale Colombo Bed is a luxurious and elegant bed frame, crafted with high-quality materials for a comfortable and stylish bedroom.",0.3,a73b1a9f-5326-4419-9e14-c4db9ac6f5ed,2024-06-30 01:08:57.229000+00:00,4.3,24.5 X 28.8 X 26.9,1894.5
12.0,LUU95CQP,"furniture, sofas",Annibale Colombo,2500.0,16.0,Annibale Colombo Sofa,3.08,3.0,"[{'date': '2024-05-23T08:56:21.620Z', 'rating': 5, 'comment': 'Very satisfied!', 'reviewerName': 'Tyler Davis', 'reviewerEmail': 'tyler.davis@x.dummyjson.com'}, {'date': '2024-05-23T08:56:21.620Z', 'rating': 5, 'comment': 'Excellent quality!', 'reviewerName': 'Hannah Robinson', 'reviewerEmail': 'hannah.robinson@x.dummyjson.com'}, {'date': '2024-05-23T08:56:21.620Z', 'rating': 3, 'comment': 'Waste of money!', 'reviewerName': 'Madison Collins', 'reviewerEmail': 'madison.collins@x.dummyjson.com'}]",furniture,"The Annibale Colombo Sofa is a sophisticated and comfortable seating option, featuring exquisite design and premium upholstery for your living room.",18.5,95628623-7ebb-4609-85e9-b705d8288dbd,2024-06-30 01:08:57.232000+00:00,4.3,25.8 X 21.0 X 19.1,2036.5
13.0,OWPLTZYX,"furniture, bedside tables",Furniture Co.,300.0,16.0,Bedside Table African Cherry,4.48,10.0,"[{'date': '2024-05-23T08:56:21.620Z', 'rating': 5, 'comment': 'Very happy with my purchase!', 'reviewerName': 'John Doe', 'reviewerEmail': 'john.doe@x.dummyjson.com'}, {'date': '2024-05-23T08:56:21.620Z', 'rating': 4, 'comment': 'Highly recommended!', 'reviewerName': 'Avery Carter', 'reviewerEmail': 'avery.carter@x.dummyjson.com'}, {'date': '2024-05-23T08:56:21.620Z', 'rating': 4, 'comment': 'Very pleased!', 'reviewerName': 'Evelyn Sanchez', 'reviewerEmail': 'evelyn.sanchez@x.dummyjson.com'}]",furniture,"The Bedside Table in African Cherry is a stylish and functional addition to your bedroom, providing convenient storage space and a touch of elegance.",9.6,54786a80-652c-48a0-95aa-340b9fb5a665,2024-06-30 01:08:57.236000+00:00,4.3,24.9 X 25.4 X 20.2,271.3
14.0,RKHVJ4FE,"furniture, office chairs",Knoll,500.0,47.0,Knoll Saarinen Executive Conference Chair,4.11,3.0,"[{'date': '2024-05-23T08:56:21.620Z', 'rating': 4, 'comment': 'Very happy with my purchase!', 'reviewerName': 'Leah Gutierrez', 'reviewerEmail': 'leah.gutierrez@x.dummyjson.com'}, {'date': '2024-05-23T08:56:21.620Z', 'rating': 4, 'comment': 'Would buy again!', 'reviewerName': 'Nolan Gonzalez', 'reviewerEmail': 'nolan.gonzalez@x.dummyjson.com'}, {'date': '2024-05-23T08:56:21.620Z', 'rating': 2, 'comment': 'Waste of money!', 'reviewerName': 'Stella Morris', 'reviewerEmail': 'stella.morris@x.dummyjson.com'}]",furniture,"The Knoll Saarinen Executive Conference Chair is a modern and ergonomic chair, perfect for your office or conference room with its timeless design.",15.2,5998455f-b0df-4390-bb56-5ff960289ebb,2024-06-30 01:08:57.239000+00:00,3.3,29.1 X 16.6 X 21.5,423.8
20.0,Q6ZP1UY8,cooking essentials,,5.0,22.0,Cooking Oil,4.01,8.0,"[{'date': '2024-05-23T08:56:21.620Z', 'rating': 5, 'comment': 'Would buy again!', 'reviewerName': 'Mason Parker', 'reviewerEmail': 'mason.parker@x.dummyjson.com'}, {'date': '2024-05-23T08:56:21.620Z', 'rating': 3, 'comment': 'Poor quality!', 'reviewerName': 'Jonathan Pierce', 'reviewerEmail': 'jonathan.pierce@x.dummyjson.com'}, {'date': '2024-05-23T08:56:21.620Z', 'rating': 5, 'comment': 'Would buy again!', 'reviewerName': 'Alexander Hernandez', 'reviewerEmail': 'alexander.hernandez@x.dummyjson.com'}]",groceries,"Versatile cooking oil suitable for frying, sautéing, and various culinary applications.",18.9,5f47c0d5-739d-482a-80ad-bbaa2fd3b85f,2024-06-30 01:08:57.256000+00:00,4.3,27.9 X 8.2 X 27.4,4.0
15.0,7OLTIEVO,"furniture, bathroom",Bath Trends,800.0,95.0,Wooden Bathroom Sink With Mirror,3.26,6.0,"[{'date': '2024-05-23T08:56:21.620Z', 'rating': 5, 'comment': 'Highly recommended!', 'reviewerName': 'Charlotte Lopez', 'reviewerEmail': 'charlotte.lopez@x.dummyjson.com'}, {'date': '2024-05-23T08:56:21.620Z', 'rating': 1, 'comment': 'Would not recommend!', 'reviewerName': 'William Gonzalez', 'reviewerEmail': 'william.gonzalez@x.dummyjson.com'}, {'date': '2024-05-23T08:56:21.620Z', 'rating': 2, 'comment': 'Not worth the price!', 'reviewerName': 'Ava Harrison', 'reviewerEmail': 'ava.harrison@x.dummyjson.com'}]",furniture,"The Wooden Bathroom Sink with Mirror is a unique and stylish addition to your bathroom, featuring a wooden sink countertop and a matching mirror.",11.2,7e851c26-9954-4c43-8ab4-4acb542cfe4c,2024-06-30 01:08:57.242000+00:00,2.7,12.4 X 7.3 X 22.6,710.2
16.0,QTROUV79,fruits,,2.0,9.0,Apple,2.96,8.0,"[{'date': '2024-05-23T08:56:21.620Z', 'rating': 4, 'comment': 'Great product!', 'reviewerName': 'Logan Lee', 'reviewerEmail': 'logan.lee@x.dummyjson.com'}, {'date': '2024-05-23T08:56:21.620Z', 'rating': 4, 'comment': 'Great product!', 'reviewerName': 'Elena Long', 'reviewerEmail': 'elena.long@x.dummyjson.com'}, {'date': '2024-05-23T08:56:21.620Z', 'rating': 1, 'comment': 'Not as described!', 'reviewerName': 'Grayson Coleman', 'reviewerEmail': 'grayson.coleman@x.dummyjson.com'}]",groceries,"Fresh and crisp apples, perfect for snacking or incorporating into various recipes.",2.0,a72971a7-a7a2-4b53-a341-8f06f84ccc45,2024-06-30 01:08:57.244000+00:00,3.0,12.4 X 8.3 X 5.6,2.0
17.0,BWWA2MSO,meat,,13.0,96.0,Beef Steak,2.83,9.0,"[{'date': '2024-05-23T08:56:21.620Z', 'rating': 4, 'comment': 'Very pleased!', 'reviewerName': 'Ethan Martinez', 'reviewerEmail': 'ethan.martinez@x.dummyjson.com'}, {'date': '2024-05-23T08:56:21.620Z', 'rating': 3, 'comment': 'Disappointing product!', 'reviewerName': 'Owen Fisher', 'reviewerEmail': 'owen.fisher@x.dummyjson.com'}, {'date': '2024-05-23T08:56:21.620Z', 'rating': 4, 'comment': 'Very happy with my purchase!', 'reviewerName': 'Scarlett Wright', 'reviewerEmail': 'scarlett.wright@x.dummyjson.com'}]",groceries,"High-quality beef steak, great for grilling or cooking to your preferred level of doneness.",18.0,bfb6d9f1-b055-42c7-9977-6a214e6ac125,2024-06-30 01:08:57.248000+00:00,3.7,26.4 X 23.4 X 13.5,10.7
18.0,C3F8QN6O,"pet supplies, cat food",,9.0,13.0,Cat Food,2.88,9.0,"[{'date': '2024-05-23T08:56:21.620Z', 'rating': 5, 'comment': 'Very pleased!', 'reviewerName': 'Mateo Bennett', 'reviewerEmail': 'mateo.bennett@x.dummyjson.com'}, {'date': '2024-05-23T08:56:21.620Z', 'rating': 5, 'comment': 'Very pleased!', 'reviewerName': 'Aurora Barnes', 'reviewerEmail': 'aurora.barnes@x.dummyjson.com'}, {'date': '2024-05-23T08:56:21.620Z', 'rating': 5, 'comment': 'Great value for money!', 'reviewerName': 'Ellie Stewart', 'reviewerEmail': 'ellie.stewart@x.dummyjson.com'}]",groceries,Nutritious cat food formulated to meet the dietary needs of your feline friend.,9.6,e0ea1327-0300-440a-b033-731888b7bdbd,2024-06-30 01:08:57.252000+00:00,5.0,25.1 X 15.4 X 14.0,8.1
19.0,G5YEHW7B,meat,,10.0,69.0,Chicken Meat,4.61,7.0,"[{'date': '2024-05-23T08:56:21.620Z', 'rating': 5, 'comment': 'Very satisfied!', 'reviewerName': 'Sophia Jones', 'reviewerEmail': 'sophia.jones@x.dummyjson.com'}, {'date': '2024-05-23T08:56:21.620Z', 'rating': 5, 'comment': 'Great value for money!', 'reviewerName': 'Maya Reed', 'reviewerEmail': 'maya.reed@x.dummyjson.com'}, {'date': '2024-05-23T08:56:21.620Z', 'rating': 4, 'comment': 'Highly recommended!', 'reviewerName': 'Harper Turner', 'reviewerEmail': 'harper.turner@x.dummyjson.com'}]",groceries,"Fresh and tender chicken meat, suitable for various culinary preparations.",10.5,fb79aadd-9427-410f-be2f-83699b88f1bf,2024-06-30 01:08:57.255000+00:00,4.7,26.2 X 16.0 X 29.2,8.9
21.0,6KGF2K6Z,vegetables,,1.5,22.0,Cucumber,4.71,9.0,"[{'date': '2024-05-23T08:56:21.620Z', 'rating': 4, 'comment': 'Very satisfied!', 'reviewerName': 'Elijah Hill', 'reviewerEmail': 'elijah.hill@x.dummyjson.com'}, {'date': '2024-05-23T08:56:21.620Z', 'rating': 5, 'comment': 'Fast shipping!', 'reviewerName': 'Liam Garcia', 'reviewerEmail': 'liam.garcia@x.dummyjson.com'}, {'date': '2024-05-23T08:56:21.620Z', 'rating': 4, 'comment': 'Excellent quality!', 'reviewerName': 'Ella Cook', 'reviewerEmail': 'ella.cook@x.dummyjson.com'}]",groceries,"Crisp and hydrating cucumbers, ideal for salads, snacks, or as a refreshing side.",11.4,a2bb1bf5-4ffb-4299-8dc2-096f128f2f91,2024-06-30 01:08:57.258000+00:00,4.3,8.2 X 11.0 X 20.5,1.3
22.0,A6QRCH37,"pet supplies, dog food",,11.0,40.0,Dog Food,2.74,2.0,"[{'date': '2024-05-23T08:56:21.620Z', 'rating': 5, 'comment': 'Highly impressed!', 'reviewerName': 'Leo Rivera', 'reviewerEmail': 'leo.rivera@x.dummyjson.com'}, {'date': '2024-05-23T08:56:21.620Z', 'rating': 4, 'comment': 'Highly recommended!', 'reviewerName': 'Alexander Jones', 'reviewerEmail': 'alexander.jones@x.dummyjson.com'}, {'date': '2024-05-23T08:56:21.620Z', 'rating': 4, 'comment': 'Would buy again!', 'reviewerName': 'Addison Wright', 'reviewerEmail': 'addison.wright@x.dummyjson.com'}]",groceries,Specially formulated dog food designed to provide essential nutrients for your canine companion.,18.2,c2011272-02ef-4f41-9c09-57d4528a842d,2024-06-30 01:08:57.260000+00:00,4.3,20.5 X 29.4 X 29.8,9.0
23.0,YA617RI7,dairy,,3.0,10.0,Eggs,4.46,4.0,"[{'date': '2024-05-23T08:56:21.620Z', 'rating': 2, 'comment': 'Very unhappy with my purchase!', 'reviewerName': 'Mateo Perez', 'reviewerEmail': 'mateo.perez@x.dummyjson.com'}, {'date': '2024-05-23T08:56:21.620Z', 'rating': 4, 'comment': 'Very happy with my purchase!', 'reviewerName': 'Cameron Perez', 'reviewerEmail': 'cameron.perez@x.dummyjson.com'}, {'date': '2024-05-23T08:56:21.620Z', 'rating': 5, 'comment': 'Very happy with my purchase!', 'reviewerName': 'Aurora Barnes', 'reviewerEmail': 'aurora.barnes@x.dummyjson.com'}]",groceries,"Fresh eggs, a versatile ingredient for baking, cooking, or breakfast.",5.8,16f36593-ed97-4c7d-b82e-1bfc7ee19a6f,2024-06-30 01:08:57.263000+00:00,3.7,15.5 X 12.3 X 11.0,2.8
24.0,XNIH1MTA,seafood,,15.0,99.0,Fish Steak,4.83,8.0,"[{'date': '2024-05-23T08:56:21.620Z', 'rating': 5, 'comment': 'Great value for money!', 'reviewerName': 'Michael Johnson', 'reviewerEmail': 'michael.johnson@x.dummyjson.com'}, {'date': '2024-05-23T08:56:21.620Z', 'rating': 4, 'comment': 'Would buy again!', 'reviewerName': 'Julian Newton', 'reviewerEmail': 'julian.newton@x.dummyjson.com'}, {'date': '2024-05-23T08:56:21.620Z', 'rating': 5, 'comment': 'Excellent quality!', 'reviewerName': 'Lila Hudson', 'reviewerEmail': 'lila.hudson@x.dummyjson.com'}]",groceries,"Quality fish steak, suitable for grilling, baking, or pan-searing.",7.0,6e91787d-9659-496f-b56b-96b97718908b,2024-06-30 01:08:57.266000+00:00,4.7,10.0 X 20.1 X 8.4,13.9
25.0,HU7S7VQ0,vegetables,,1.3,89.0,Green Bell Pepper,4.28,7.0,"[{'date': '2024-05-23T08:56:21.620Z', 'rating': 4, 'comment': 'Excellent quality!', 'reviewerName': 'Maya Reed', 'reviewerEmail': 'maya.reed@x.dummyjson.com'}, {'date': '2024-05-23T08:56:21.620Z', 'rating': 4, 'comment': 'Would buy again!', 'reviewerName': 'Madison Collins', 'reviewerEmail': 'madison.collins@x.dummyjson.com'}, {'date': '2024-05-23T08:56:21.620Z', 'rating': 5, 'comment': 'Would buy again!', 'reviewerName': 'Ethan Thompson', 'reviewerEmail': 'ethan.thompson@x.dummyjson.com'}]",groceries,"Fresh and vibrant green bell pepper, perfect for adding color and flavor to your dishes.",15.5,da2a1d7f-646b-416c-a750-04f1912a892c,2024-06-30 01:08:57.270000+00:00,4.3,21.4 X 7.3 X 14.3,1.1
26.0,Y4RM3JCB,vegetables,,1.0,8.0,Green Chili Pepper,4.43,2.0,"[{'date': '2024-05-23T08:56:21.620Z', 'rating': 2, 'comment': 'Disappointing product!', 'reviewerName': 'Mateo Bennett', 'reviewerEmail': 'mateo.bennett@x.dummyjson.com'}, {'date': '2024-05-23T08:56:21.620Z', 'rating': 5, 'comment': 'Very pleased!', 'reviewerName': 'Natalie Price', 'reviewerEmail': 'natalie.price@x.dummyjson.com'}, {'date': '2024-05-23T08:56:21.620Z', 'rating': 4, 'comment': 'Very satisfied!', 'reviewerName': 'Avery Barnes', 'reviewerEmail': 'avery.barnes@x.dummyjson.com'}]",groceries,"Spicy green chili pepper, ideal for adding heat to your favorite recipes.",18.5,3ff5a243-232d-418f-81e6-47d9e48b6cde,2024-06-30 01:08:57.273000+00:00,3.7,25.3 X 18.7 X 21.2,0.8
27.0,BTBNIIOU,condiments,,7.0,25.0,Honey Jar,3.5,9.0,"[{'date': '2024-05-23T08:56:21.620Z', 'rating': 4, 'comment': 'Fast shipping!', 'reviewerName': 'Nicholas Bailey', 'reviewerEmail': 'nicholas.bailey@x.dummyjson.com'}, {'date': '2024-05-23T08:56:21.620Z', 'rating': 5, 'comment': 'Awesome product!', 'reviewerName': 'Gabriel Hayes', 'reviewerEmail': 'gabriel.hayes@x.dummyjson.com'}, {'date': '2024-05-23T08:56:21.620Z', 'rating': 5, 'comment': 'Highly impressed!', 'reviewerName': 'James Garcia', 'reviewerEmail': 'james.garcia@x.dummyjson.com'}]",groceries,"Pure and natural honey in a convenient jar, perfect for sweetening beverages or drizzling over food.",1.9,dd94e538-0b16-49bd-90dc-f75aaa373a0b,2024-06-30 01:08:57.275000+00:00,4.7,6.6 X 26.5 X 27.1,6.9
28.0,VEZMU1EQ,desserts,,5.5,76.0,Ice Cream,3.77,5.0,"[{'date': '2024-05-23T08:56:21.620Z', 'rating': 5, 'comment': 'Great product!', 'reviewerName': 'Elena Baker', 'reviewerEmail': 'elena.baker@x.dummyjson.com'}, {'date': '2024-05-23T08:56:21.620Z', 'rating': 5, 'comment': 'Highly impressed!', 'reviewerName': 'Madeline Simpson', 'reviewerEmail': 'madeline.simpson@x.dummyjson.com'}, {'date': '2024-05-23T08:56:21.620Z', 'rating': 5, 'comment': 'Very happy with my purchase!', 'reviewerName': 'Caleb Nelson', 'reviewerEmail': 'caleb.nelson@x.dummyjson.com'}]",groceries,"Creamy and delicious ice cream, available in various flavors for a delightful treat.",7.6,f8f37808-9b2c-4cfb-a4c0-525a83262ede,2024-06-30 01:08:57.278000+00:00,5.0,26.0 X 17.7 X 24.5,5.1
29.0,M2K19S06,beverages,,4.0,99.0,Juice,3.41,2.0,"[{'date': '2024-05-23T08:56:21.620Z', 'rating': 4, 'comment': 'Very satisfied!', 'reviewerName': 'Leo Rivera', 'reviewerEmail': 'leo.rivera@x.dummyjson.com'}, {'date': '2024-05-23T08:56:21.620Z', 'rating': 2, 'comment': 'Not worth the price!', 'reviewerName': 'Ethan Martinez', 'reviewerEmail': 'ethan.martinez@x.dummyjson.com'}, {'date': '2024-05-23T08:56:21.620Z', 'rating': 4, 'comment': 'Excellent quality!', 'reviewerName': 'Max Parker', 'reviewerEmail': 'max.parker@x.dummyjson.com'}]",groceries,"Refreshing fruit juice, packed with vitamins and great for staying hydrated.",5.4,4cde509a-12fb-4c4c-a963-dc9e09ac5989,2024-06-30 01:08:57.280000+00:00,3.3,15.1 X 9.0 X 12.3,3.8
30.0,0X3NORB9,fruits,,2.5,1.0,Kiwi,4.37,8.0,"[{'date': '2024-05-23T08:56:21.620Z', 'rating': 5, 'comment': 'Very pleased!', 'reviewerName': 'Nora Russell', 'reviewerEmail': 'nora.russell@x.dummyjson.com'}, {'date': '2024-05-23T08:56:21.620Z', 'rating': 5, 'comment': 'Very pleased!', 'reviewerName': 'Dylan Wells', 'reviewerEmail': 'dylan.wells@x.dummyjson.com'}, {'date': '2024-05-23T08:56:21.620Z', 'rating': 5, 'comment': 'Great product!', 'reviewerName': 'Noah Hernandez', 'reviewerEmail': 'noah.hernandez@x.dummyjson.com'}]",groceries,"Nutrient-rich kiwi, perfect for snacking or adding a tropical twist to your dishes.",10.3,79809c25-4335-4190-9748-ccc3bbfca22c,2024-06-30 01:08:57.282000+00:00,5.0,15.1 X 27.3 X 7.5,2.2
